Carimbo de data/hora,Endereço de e-mail,Qual é a sua idade?,Gênero,Quais plataformas de mídia social você costuma usar?,Cidade onde Mora,Sexo,Está empregado,Qual sua renda mensal bruta para custo de vida,Você têm religião?,Qual sua religião?,Qual é o tempo médio que você passa nas redes sociais todos os dias em horas?,"Numa escala de 1 a 5, quão facilmente você se distrai?  (Sendo 1 pouco e 5 muito)  ",Você acha difícil se concentrar nas coisas?    ,Pratica esporte com que frequência mensal?,Com que frequência você se distrai com as redes sociais quando está ocupado fazendo alguma coisa?,Com que frequência você se sente deprimido ou está deprimido?    ,Com que frequência você usa mídias sociais sem um propósito específico?,"Numa escala de 1 a 5, com que frequência você se compara a outras pessoas de sucesso através do uso das redes sociais?",Como você se sente quando vê publicações de pessoas mostrando vidas aparentemente perfeitas?,"Como você se sente ao receber poucos ""likes"" em suas postagens?",Você sente que o uso das redes sociais impacta seu humor de forma positiva ou negativa?,Dificuldade para dormir,Qual o impacto que você acredita que as redes sociais causam em você? (sendo 1 muito negativo e 5 muito positivo ),Você acha que passa mais tempo nas redes sociais do que gostaria? ,Como você reage quando vê comentários negativos ou críticas em suas postagens?,"Com que frequência você busca validação por meio de ""curtidas"" ou outros recursos das redes sociais?",Com que frequência você usa mídias sociais sem um propósito específico? ,Você já experimentou sentimentos de inveja ou inferioridade ao se comparar com outras pessoas nas redes? (Ex.: Aquele momento em que você abre a rede social do amigo e pensa dei errado para caramba),Já foi diagnosticado por um profissional com algum dos itens: [Nenhum],Já foi diagnosticado por um profissional com algum dos itens: [Depressão],Já foi diagnosticado por um profissional com algum dos itens: [Ansiedade],Já foi diagnosticado por um profissional com algum dos itens: [Estresse],Já foi diagnosticado por um profissional com algum dos itens: [TDAH],Já foi diagnosticado por um profissional com algum dos itens: [Transtorno Bipolar],Já foi diagnosticado por um profissional com algum dos itens: [Transtorno de ansiedade social :],"Já foi diagnosticado por um profissional com algum dos itens: [Fobia de Perda de Conexão ( Ansiedade relacionada à ausência de acesso ao celular ou redes sociais, causando angústia e desconforto.]",Já foi diagnosticado por um profissional com algum dos itens: [Transtorno Obsessivo-Compulsivo (TOC)],Já foi diagnosticado por um profissional com algum dos itens: [Transtorno de Estresse Pós-Traumático (TEPT)],Já foi diagnosticado por um profissional com algum dos itens: [Dislexia]
2024-11-16 08:56:56,aguirrelaura@example.com,54.0,Masculino,sdv-pii-er0q8,sdv-pii-ysnv1,Cisgênero (é o sexo que nasceu),Sim,Superior 30 mil,Sim,Evangélico,5.0,3.0,3,Até 4 vezes,3,1.0,4.0,2.0,4.0,3.0,Negativa,Quando fico no cel à noite .,3,Não,Indiferente,1.0,5.0,,False,True,False,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,gesparza@example.org,46.0,Masculino,sdv-pii-mfw7q,sdv-pii-w6cy9,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,3.0,3.0,3,Todos os dias,3,0.0,4.0,1.0,1.0,3.0,Positiva,Nenhuma,2,Não,Indiferente,0.0,5.0,,False,True,False,True,True,True,False,False,False,False,False
2024-11-18 10:21:13,jessicarios@example.com,45.0,Masculino,sdv-pii-nnd2j,sdv-pii-1ut5a,Cisgênero (é o sexo que nasceu),Sim,,Não,nenhuma,3.0,2.0,2,Até 4 vezes,2,0.0,1.0,2.0,1.0,4.0,Negativa,Nenhuma,3,Não,Indiferente,0.0,,,False,False,False,True,False,False,False,False,False,False,False
2024-11-16 08:56:56,gmelton@example.com,25.0,Masculino,sdv-pii-jmftw,sdv-pii-3e5vp,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,5.0,4.0,1,Até 4 vezes,3,2.0,3.0,1.0,3.0,5.0,,Nenhuma,4,Sim,Penso sobre a critica,,3.0,,True,False,False,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,carolhartman@example.net,49.0,Masculino,sdv-pii-2glc2,sdv-pii-0p3ld,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Não,Evangélico,2.0,5.0,2,Até 4 vezes,3,4.0,5.0,1.0,4.0,2.0,Positiva,Nenhuma,4,Sim,Triste,1.0,0.0,,True,True,True,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,yarias@example.org,60.0,Masculino,sdv-pii-1fv6u,sdv-pii-h6sxd,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Não,Evangélico,5.0,1.0,1,Até 4 vezes,3,1.0,4.0,1.0,4.0,1.0,Positiva,Nenhuma,3,Não,Indiferente,0.0,1.0,,True,False,True,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,williamgraves@example.com,52.0,Masculino,sdv-pii-mu98g,sdv-pii-nad2u,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Católico,3.0,2.0,3,Até 4 vezes,1,0.0,3.0,1.0,,5.0,Negativa,Nenhuma,3,Sim,Penso sobre a critica,1.0,0.0,,False,False,False,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,jenkinselizabeth@example.com,54.0,Masculino,sdv-pii-c46bw,,Cisgênero (é o sexo que nasceu),Sim,Até 20 mil,Não,Evangélico,1.0,5.0,2,Nenhuma,3,,2.0,1.0,4.0,3.0,Positiva,Nenhuma,3,Não,,1.0,5.0,,True,False,True,False,False,False,False,False,False,False,False
2024-11-17 09:33:25,seth38@example.com,60.0,Masculino,sdv-pii-j71tk,sdv-pii-eq91h,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Não,Evangélico,1.0,5.0,3,Todos os dias,2,3.0,4.0,1.0,3.0,5.0,,Nenhuma,3,Não,Penso sobre a critica,2.0,1.0,Não,True,False,False,False,False,False,False,False,False,False,False
2024-11-16 22:51:07,joshuarobinson@example.com,43.0,Masculino,sdv-pii-381zm,sdv-pii-sp4ec,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,2.0,2.0,1,Todos os dias,3,0.0,0.0,2.0,4.0,3.0,Positiva,Muita,3,Não,Indiferente,,3.0,Não,False,False,True,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,zyoung@example.com,27.0,Masculino,sdv-pii-wr4e4,sdv-pii-az1bk,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,3.0,5.0,2,Até 4 vezes,3,4.0,2.0,1.0,4.0,3.0,Positiva,Nenhuma,3,Não,Indiferente,1.0,3.0,,True,True,True,True,False,False,False,False,False,False,False
2024-11-16 13:26:04,brandonguerrero@example.com,22.0,Masculino,sdv-pii-cn858,sdv-pii-f44pn,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Não,Evangélico,3.0,5.0,2,Nenhuma,5,4.0,2.0,2.0,5.0,3.0,Negativa,Nenhuma,3,Sim,Indiferente,1.0,1.0,Sim,True,True,True,False,False,False,False,False,True,False,False
2024-11-16 08:56:56,april78@example.org,58.0,Masculino,sdv-pii-p21iu,sdv-pii-htg10,Cisgênero (é o sexo que nasceu),Sim,,Sim,Evangélico,2.0,5.0,1,Até 4 vezes,3,4.0,2.0,2.0,,5.0,Negativa,Muita,3,Não,Indiferente,1.0,2.0,,True,False,True,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,catherine79@example.org,53.0,Masculino,sdv-pii-ueg90,,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,5.0,5.0,1,Nenhuma,2,1.0,3.0,3.0,3.0,5.0,Positiva,As vezes,3,Sim,Indiferente,,2.0,Não,True,False,False,False,True,False,False,False,False,False,False
2024-11-16 12:16:21,ehorton@example.org,49.0,Masculino,sdv-pii-qq6og,sdv-pii-h78l2,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,4.0,2.0,2,Nenhuma,2,3.0,3.0,1.0,5.0,5.0,Positiva,Nenhuma,3,Não,Indiferente,3.0,0.0,Não,True,True,True,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,karen93@example.net,30.0,Masculino,sdv-pii-styw7,sdv-pii-a4yk8,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,2.0,3.0,4,Todos os dias,3,0.0,2.0,1.0,4.0,3.0,Positiva,Muita,4,Não,Ansioso,2.0,3.0,,False,False,False,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,perezscott@example.org,37.0,Masculino,sdv-pii-1hwdy,sdv-pii-00onu,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,2.0,3.0,2,Até 8 vezes,2,0.0,2.0,2.0,3.0,2.0,Negativa,Nenhuma,3,Não,Indiferente,,0.0,,False,True,False,True,False,False,False,False,True,False,False
2024-11-16 08:56:56,rsandoval@example.com,34.0,Masculino,sdv-pii-o0ovj,sdv-pii-t4629,Cisgênero (é o sexo que nasceu),Sim,Até 20 mil,Sim,,2.0,5.0,3,Nenhuma,3,1.0,1.0,2.0,1.0,2.0,Positiva,Nenhuma,3,Sim,Triste,0.0,5.0,Não,False,False,False,False,False,False,False,False,False,False,False
2024-11-16 13:11:00,wilsonchristopher@example.net,44.0,Masculino,sdv-pii-tuoh7,,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,5.0,4.0,1,Até 4 vezes,1,1.0,3.0,2.0,3.0,3.0,Positiva,Nenhuma,4,Sim,Indiferente,1.0,1.0,,True,False,False,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,chaseellen@example.org,32.0,Masculino,sdv-pii-bozbi,sdv-pii-yrpjt,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,Sim,Evangélico,3.0,3.0,3,Até 8 vezes,2,0.0,1.0,4.0,4.0,3.0,Positiva,Nenhuma,3,Sim,Indiferente,1.0,1.0,Não,True,True,True,False,False,False,False,False,False,False,False
2024-11-18 16:04:15,oweber@example.com,38.0,Masculino,sdv-pii-0j45i,sdv-pii-u9of8,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,6.0,2.0,5,Até 4 vezes,1,0.0,0.0,4.0,3.0,,Positiva,Nenhuma,3,Sim,Indiferente,3.0,3.0,Não,False,True,True,True,True,False,False,False,False,False,False
2024-11-16 08:56:56,icarlson@example.org,51.0,Masculino,sdv-pii-d2apw,sdv-pii-upgha,Cisgênero (é o sexo que nasceu),Não,Atè 10 mil,Sim,Evangélico,5.0,3.0,4,Até 4 vezes,3,0.0,0.0,2.0,4.0,4.0,Positiva,Nenhuma,4,Não,Indiferente,0.0,5.0,Não,True,False,False,False,False,True,False,False,False,False,False
2024-11-16 17:09:22,pcook@example.net,59.0,Masculino,sdv-pii-78258,sdv-pii-8tdim,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,,6.0,5.0,5,Até 4 vezes,2,4.0,3.0,1.0,3.0,3.0,Negativa,Nenhuma,4,Sim,,0.0,1.0,,False,False,True,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,paula95@example.com,37.0,Masculino,sdv-pii-2lro2,sdv-pii-s1jde,Cisgênero (é o sexo que nasceu),Sim,Até 20 mil,Não,Católico,2.0,4.0,1,Até 8 vezes,2,0.0,2.0,1.0,4.0,1.0,Positiva,Muita,5,Não,Indiferente,1.0,2.0,,False,False,False,False,False,False,False,False,False,False,False
2024-11-17 03:34:23,matthew71@example.org,34.0,Masculino,sdv-pii-cbe5i,sdv-pii-j70z8,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,5.0,3.0,3,Até 8 vezes,1,0.0,2.0,4.0,1.0,5.0,Positiva,Nenhuma,3,Não,Penso sobre a critica,1.0,0.0,Não,False,False,True,False,False,False,False,False,False,False,False
2024-11-16 13:48:05,nicolemurphy@example.com,57.0,Masculino,sdv-pii-gcgrj,sdv-pii-5g9td,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Creio em Deus,2.0,,1,Nenhuma,4,2.0,3.0,1.0,3.0,3.0,Positiva,Nenhuma,4,Sim,Indiferente,1.0,2.0,,False,False,False,False,False,True,True,False,True,False,True
2024-11-16 12:36:03,andrewcole@example.net,50.0,Masculino,sdv-pii-v5u60,sdv-pii-8cygr,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Não,Evangélico,2.0,5.0,5,Até 4 vezes,3,0.0,5.0,4.0,2.0,2.0,Negativa,Nenhuma,3,Sim,Indiferente,2.0,4.0,,False,True,False,False,False,False,False,False,False,False,True
2024-11-17 05:22:36,perezbrianna@example.org,60.0,Masculino,sdv-pii-e80rs,sdv-pii-m41fq,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Não,nenhuma,4.0,2.0,2,Até 8 vezes,1,0.0,2.0,1.0,5.0,3.0,Negativa,Nenhuma,3,Não,Indiferente,2.0,2.0,Não,False,False,True,False,True,False,False,False,False,False,False
2024-11-16 08:56:56,nwebb@example.org,46.0,Masculino,sdv-pii-e8dws,sdv-pii-ukbcs,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,3.0,5.0,5,Todos os dias,5,2.0,1.0,3.0,1.0,5.0,Positiva,Nenhuma,3,Não,Triste,0.0,2.0,Sim,False,True,False,False,False,False,False,False,False,False,False
2024-11-16 18:42:49,williamslisa@example.net,19.0,Masculino,sdv-pii-v96b6,sdv-pii-sw9ta,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,4.0,2.0,3,Nenhuma,3,0.0,2.0,2.0,5.0,5.0,Positiva,Nenhuma,5,Sim,Penso sobre a critica,1.0,3.0,Não,False,True,True,False,False,False,False,False,False,False,False
2024-11-16 18:05:10,rachel08@example.org,60.0,Masculino,sdv-pii-iqfpu,sdv-pii-xu6px,Cisgênero (é o sexo que nasceu),Sim,Até 20 mil,Sim,Evangélico,1.0,4.0,1,Até 4 vezes,3,2.0,0.0,3.0,3.0,2.0,Positiva,Nenhuma,3,Sim,Penso sobre a critica,2.0,2.0,,True,False,True,False,False,False,False,False,False,True,False
2024-11-16 08:56:56,johnevans@example.com,55.0,Masculino,sdv-pii-ulf5m,sdv-pii-3wtlz,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Católico,1.0,2.0,2,Até 4 vezes,3,0.0,3.0,2.0,5.0,3.0,Negativa,Nenhuma,3,Sim,Penso sobre a critica,2.0,4.0,,False,False,True,False,False,False,False,False,False,False,False
2024-11-18 09:36:32,xjoseph@example.org,19.0,Masculino,sdv-pii-mspz3,sdv-pii-m92aw,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,6.0,,2,Todos os dias,2,0.0,2.0,2.0,3.0,,Positiva,Nenhuma,3,Sim,Indiferente,0.0,1.0,Não,True,False,False,False,False,False,False,False,False,True,False
2024-11-16 08:56:56,jessica35@example.org,44.0,Masculino,sdv-pii-ua50w,sdv-pii-v2nnz,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,3.0,4.0,2,Até 8 vezes,4,3.0,2.0,1.0,4.0,5.0,Positiva,Nenhuma,4,Não,,2.0,2.0,Sim,True,False,True,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,davistrevor@example.net,51.0,Masculino,sdv-pii-psxqv,sdv-pii-bxuqd,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,Sim,Evangélico,3.0,3.0,2,Até 4 vezes,5,0.0,1.0,1.0,3.0,3.0,Positiva,Muita,5,Não,,2.0,1.0,,True,False,True,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,hailey16@example.net,22.0,Masculino,sdv-pii-corqz,sdv-pii-07keo,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,Sim,Evangélico,1.0,2.0,2,Até 8 vezes,1,2.0,2.0,1.0,4.0,3.0,Negativa,Nenhuma,4,Não,Indiferente,1.0,2.0,Não,False,False,False,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,william36@example.com,49.0,Masculino,sdv-pii-g5jkg,sdv-pii-oa0hc,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Não,Evangélico,5.0,2.0,3,Até 4 vezes,3,1.0,4.0,3.0,1.0,3.0,Positiva,Muita,3,Não,Indiferente,0.0,1.0,,False,True,False,True,False,False,True,False,False,False,False
2024-11-17 08:17:14,zwarren@example.org,30.0,Masculino,sdv-pii-cikjq,sdv-pii-ut6n7,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,4.0,3.0,3,Até 4 vezes,1,4.0,4.0,1.0,1.0,5.0,Positiva,Muita,3,Sim,Indiferente,0.0,3.0,Não,False,True,False,False,True,False,False,False,False,False,False
2024-11-16 08:56:56,vmartin@example.net,45.0,Masculino,sdv-pii-w2s6b,sdv-pii-m6xzl,Cisgênero (é o sexo que nasceu),Não,,Sim,Creio em Deus,4.0,4.0,3,Nenhuma,1,0.0,1.0,1.0,1.0,5.0,Negativa,Nenhuma,3,Não,Ansioso,2.0,5.0,Não,False,True,True,True,False,False,False,False,False,False,False
2024-11-16 17:49:50,hvang@example.net,47.0,Masculino,sdv-pii-k3uig,sdv-pii-qndds,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,,1.0,3.0,2,Até 8 vezes,3,4.0,1.0,1.0,3.0,5.0,Positiva,Nenhuma,3,Sim,Indiferente,2.0,2.0,,True,True,False,False,False,False,False,False,False,False,False
2024-11-17 16:14:33,daletaylor@example.org,39.0,Masculino,sdv-pii-4hdij,sdv-pii-l3lr0,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Católico,4.0,5.0,2,Todos os dias,3,2.0,3.0,1.0,3.0,5.0,,Nenhuma,3,Sim,Indiferente,3.0,,,True,False,True,False,False,False,False,False,False,False,False
2024-11-16 12:22:34,stuartwilliam@example.org,60.0,Masculino,sdv-pii-z8vlh,sdv-pii-muzne,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Não,Evangélico,3.0,1.0,3,Todos os dias,3,0.0,0.0,1.0,3.0,5.0,Positiva,Muita,2,Sim,Ansioso,0.0,,,True,False,False,False,False,False,False,False,False,False,False
2024-11-18 07:50:49,angelamays@example.com,52.0,Masculino,sdv-pii-gcwr5,sdv-pii-jumvb,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,4.0,5.0,1,Até 8 vezes,2,1.0,2.0,5.0,3.0,3.0,Positiva,Nenhuma,3,Sim,Indiferente,1.0,5.0,Não,True,True,False,False,False,True,False,False,False,False,False
2024-11-16 08:56:56,rbarnes@example.org,60.0,Masculino,sdv-pii-5h3mz,sdv-pii-77boo,Cisgênero (é o sexo que nasceu),Não,Atè 10 mil,Sim,Evangélico,4.0,2.0,5,Até 4 vezes,2,1.0,1.0,1.0,4.0,5.0,Positiva,Nenhuma,3,Não,Penso sobre a critica,,3.0,Não,True,True,False,False,False,False,False,False,False,False,False
2024-11-17 16:49:19,stewartalexis@example.com,41.0,Masculino,sdv-pii-xcngh,sdv-pii-quj4e,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,1.0,1.0,5,Até 4 vezes,4,0.0,0.0,,4.0,5.0,Positiva,Nenhuma,4,Não,Indiferente,3.0,2.0,Não,False,False,True,False,False,True,False,False,False,False,False
2024-11-16 08:56:56,billmiller@example.com,23.0,Masculino,sdv-pii-xulta,sdv-pii-wpie5,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,,Evangélico,2.0,5.0,1,Todos os dias,2,0.0,2.0,2.0,5.0,5.0,Positiva,Nenhuma,4,Sim,Indiferente,1.0,3.0,Sim,False,True,False,False,False,False,False,False,False,False,False
2024-11-16 14:51:39,steven98@example.org,36.0,Masculino,sdv-pii-79nxo,sdv-pii-8aj2b,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,4.0,2.0,1,Nenhuma,3,2.0,0.0,5.0,2.0,5.0,,Nenhuma,4,Sim,Indiferente,3.0,3.0,Não,True,False,True,False,False,False,True,False,False,False,False
2024-11-16 13:33:28,tonyabarton@example.com,47.0,Masculino,sdv-pii-573kk,sdv-pii-glxda,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,Não,Evangélico,5.0,4.0,3,Nenhuma,1,0.0,1.0,1.0,2.0,,Negativa,Nenhuma,3,Sim,Indiferente,0.0,4.0,,False,True,True,False,False,False,True,False,False,False,False
2024-11-16 09:09:29,garcianicholas@example.net,54.0,Masculino,sdv-pii-0q4ps,sdv-pii-1yohc,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,5.0,5.0,1,Até 4 vezes,5,0.0,0.0,2.0,4.0,5.0,Negativa,Nenhuma,3,Sim,Triste,0.0,2.0,,True,True,False,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,prestonblake@example.com,47.0,Masculino,sdv-pii-0o5sg,sdv-pii-lg7kt,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Outros,1.0,3.0,3,Até 4 vezes,4,0.0,1.0,1.0,3.0,5.0,Positiva,Nenhuma,3,Sim,Indiferente,2.0,3.0,,True,True,True,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,raymond77@example.org,24.0,Masculino,sdv-pii-eenbd,sdv-pii-86163,Cisgênero (é o sexo que nasceu),Não,Até 3 mil,Sim,Evangélico,4.0,2.0,2,Todos os dias,3,0.0,2.0,1.0,3.0,2.0,Positiva,Nenhuma,3,Sim,,0.0,2.0,,True,True,False,False,True,False,False,False,False,False,False
2024-11-16 08:56:56,sean52@example.com,57.0,Masculino,sdv-pii-zp2ip,sdv-pii-65uod,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,4.0,5.0,1,Até 4 vezes,3,1.0,3.0,1.0,3.0,1.0,Positiva,Nenhuma,4,Sim,Indiferente,0.0,4.0,,False,False,False,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,cassidylin@example.com,52.0,Masculino,sdv-pii-hw0bg,sdv-pii-z4fqw,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,4.0,2.0,3,Nenhuma,1,4.0,2.0,1.0,3.0,5.0,Positiva,Nenhuma,2,Não,Indiferente,1.0,3.0,,False,False,True,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,wilsonjeffrey@example.net,50.0,Masculino,sdv-pii-ywxgm,sdv-pii-7546w,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,3.0,2.0,3,Até 4 vezes,4,4.0,4.0,3.0,3.0,5.0,,Nenhuma,3,Não,,0.0,2.0,,False,False,False,False,False,False,False,False,False,True,False
2024-11-16 16:21:14,kaitlin32@example.org,60.0,Masculino,sdv-pii-y64c5,sdv-pii-7qh8n,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Não,,3.0,4.0,1,Até 4 vezes,3,1.0,5.0,2.0,5.0,,Positiva,Nenhuma,3,Sim,Ansioso,0.0,2.0,Sim,False,False,True,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,nicolemartin@example.org,36.0,Masculino,sdv-pii-tmzcr,sdv-pii-02ut6,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,5.0,3.0,1,Até 4 vezes,1,1.0,0.0,5.0,2.0,3.0,Negativa,Nenhuma,3,Sim,Penso sobre a critica,2.0,1.0,Não,False,True,False,False,False,False,False,False,False,False,False
2024-11-16 17:05:37,mannfrederick@example.org,44.0,Masculino,sdv-pii-vymt4,sdv-pii-lbjsl,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,3.0,3.0,1,Até 8 vezes,1,0.0,5.0,,1.0,4.0,Positiva,Nenhuma,2,Não,Indiferente,1.0,0.0,,True,False,True,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,brownjoe@example.org,57.0,Masculino,sdv-pii-6mhor,sdv-pii-w15zl,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Outros,5.0,,3,Nenhuma,1,0.0,3.0,2.0,4.0,2.0,Positiva,Nenhuma,4,Sim,Indiferente,0.0,4.0,,False,False,False,False,False,False,False,False,False,False,False
2024-11-16 10:59:27,kenneth48@example.org,19.0,Masculino,sdv-pii-jh6sq,sdv-pii-way5s,Cisgênero (é o sexo que nasceu),Sim,Até 20 mil,Sim,Católico,5.0,4.0,1,Até 4 vezes,3,2.0,2.0,1.0,3.0,2.0,Positiva,Nenhuma,3,Não,Indiferente,2.0,1.0,Não,False,False,False,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,barbarawatson@example.com,48.0,Masculino,sdv-pii-825cd,sdv-pii-q3ods,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,5.0,3.0,1,Todos os dias,2,0.0,2.0,1.0,3.0,5.0,Positiva,Nenhuma,2,Sim,Penso sobre a critica,0.0,2.0,,False,False,False,True,False,False,False,False,False,False,False
2024-11-16 08:56:56,weaverdavid@example.net,50.0,Masculino,sdv-pii-2wyyb,sdv-pii-1e40i,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,3.0,3.0,1,Até 4 vezes,2,,2.0,3.0,5.0,5.0,Positiva,Nenhuma,4,Sim,Penso sobre a critica,2.0,1.0,,True,False,False,True,False,False,False,False,False,False,False
2024-11-17 02:00:19,christopher17@example.com,32.0,Masculino,sdv-pii-qvapb,sdv-pii-oczx4,Cisgênero (é o sexo que nasceu),Não,,Sim,Católico,4.0,4.0,5,Nenhuma,1,2.0,1.0,1.0,3.0,5.0,Negativa,Muita,3,Sim,Estressado,0.0,3.0,Não,True,True,False,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,christina74@example.net,38.0,Masculino,sdv-pii-1blwf,sdv-pii-v9xbb,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,6.0,5.0,5,Até 4 vezes,4,4.0,4.0,1.0,3.0,3.0,Positiva,Nenhuma,3,Sim,Indiferente,1.0,3.0,,True,True,False,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,christinecabrera@example.org,60.0,Masculino,sdv-pii-0py0a,sdv-pii-lycx8,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,5.0,5.0,3,Até 8 vezes,1,4.0,3.0,,5.0,1.0,Negativa,Nenhuma,3,Não,Triste,2.0,3.0,,True,True,True,False,False,True,False,False,False,False,False
2024-11-16 19:04:44,marshalljohn@example.net,60.0,Masculino,sdv-pii-o4ft5,sdv-pii-ijp17,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,2.0,5.0,2,Nenhuma,3,0.0,4.0,4.0,,2.0,Positiva,Muita,3,Não,Indiferente,0.0,3.0,Não,True,True,False,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,pbentley@example.org,45.0,Masculino,sdv-pii-3oh5z,,Cisgênero (é o sexo que nasceu),Não,Até 3 mil,Sim,,2.0,3.0,2,Até 4 vezes,5,1.0,5.0,5.0,2.0,4.0,Negativa,Nenhuma,4,Sim,Penso sobre a critica,1.0,3.0,Não,True,False,True,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,stephanie04@example.net,60.0,Masculino,sdv-pii-3hx9t,sdv-pii-cjle1,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,Sim,Evangélico,4.0,1.0,2,Até 4 vezes,4,2.0,0.0,1.0,1.0,4.0,Positiva,Nenhuma,3,Não,Indiferente,2.0,2.0,,True,False,True,False,True,False,False,False,False,False,False
2024-11-16 13:55:52,carlosyoung@example.org,60.0,Masculino,sdv-pii-vc8tf,sdv-pii-esbpu,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,3.0,3.0,1,Até 8 vezes,1,3.0,0.0,1.0,3.0,1.0,Positiva,Muita,4,Não,,0.0,2.0,Não,True,True,False,False,False,False,False,False,True,False,False
