,Carimbo de data/hora,Endereço de e-mail,Qual é a sua idade?,Gênero,Quais plataformas de mídia social você costuma usar?,Cidade onde Mora,Sexo,Está empregado,Qual sua renda mensal bruta para custo de vida,Você têm religião?,Qual sua religião?,Qual é o tempo médio que você passa nas redes sociais todos os dias em horas?,"Numa escala de 1 a 5, quão facilmente você se distrai?  (Sendo 1 pouco e 5 muito)  ",Você acha difícil se concentrar nas coisas?    ,Pratica esporte com que frequência mensal?,Com que frequência você se distrai com as redes sociais quando está ocupado fazendo alguma coisa?,Com que frequência você se sente deprimido ou está deprimido?    ,Com que frequência você usa mídias sociais sem um propósito específico?,"Numa escala de 1 a 5, com que frequência você se compara a outras pessoas de sucesso através do uso das redes sociais?",Como você se sente quando vê publicações de pessoas mostrando vidas aparentemente perfeitas?,"Como você se sente ao receber poucos ""likes"" em suas postagens?",Você sente que o uso das redes sociais impacta seu humor de forma positiva ou negativa?,Dificuldade para dormir,Qual o impacto que você acredita que as redes sociais causam em você? (sendo 1 muito negativo e 5 muito positivo ),Você acha que passa mais tempo nas redes sociais do que gostaria? ,Como você reage quando vê comentários negativos ou críticas em suas postagens?,"Com que frequência você busca validação por meio de ""curtidas"" ou outros recursos das redes sociais?",Com que frequência você usa mídias sociais sem um propósito específico? ,Você já experimentou sentimentos de inveja ou inferioridade ao se comparar com outras pessoas nas redes? (Ex.: Aquele momento em que você abre a rede social do amigo e pensa dei errado para caramba),Já foi diagnosticado por um profissional com algum dos itens: [Nenhum],Já foi diagnosticado por um profissional com algum dos itens: [Depressão],Já foi diagnosticado por um profissional com algum dos itens: [Ansiedade],Já foi diagnosticado por um profissional com algum dos itens: [Estresse],Já foi diagnosticado por um profissional com algum dos itens: [TDAH],Já foi diagnosticado por um profissional com algum dos itens: [Transtorno Bipolar],Já foi diagnosticado por um profissional com algum dos itens: [Transtorno de ansiedade social :],"Já foi diagnosticado por um profissional com algum dos itens: [Fobia de Perda de Conexão ( Ansiedade relacionada à ausência de acesso ao celular ou redes sociais, causando angústia e desconforto.]",Já foi diagnosticado por um profissional com algum dos itens: [Transtorno Obsessivo-Compulsivo (TOC)],Já foi diagnosticado por um profissional com algum dos itens: [Transtorno de Estresse Pós-Traumático (TEPT)],Já foi diagnosticado por um profissional com algum dos itens: [Dislexia]
430,2024-11-16 12:19:56,christophersmith@example.net,47.0,Masculino,sdv-pii-cpi6m,sdv-pii-7ndf7,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Não,Católico,3.0,1.0,1,Todos os dias,3,2.0,3.0,4.0,3.0,2.0,Negativa,Nenhuma,4,Não,Ansioso,1.0,1.0,Não,False,True,False,False,False,False,False,False,False,False,False
432,2024-11-18 11:38:26,kellysmith@example.net,26.0,Feminino,sdv-pii-w8evg,sdv-pii-jf6n7,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,1.0,1.0,1,Todos os dias,2,1.0,2.0,1.0,4.0,1.0,Negativa,Nenhuma,3,Sim,Indiferente,0.0,0.0,Sim,False,False,False,False,False,False,False,False,False,False,False
434,2024-11-16 14:15:44,iserrano@example.com,46.0,Masculino,sdv-pii-kuhd0,sdv-pii-v46iv,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,4.0,5.0,2,Até 4 vezes,3,2.0,5.0,1.0,4.0,3.0,Positiva,Nenhuma,3,Sim,Indiferente,2.0,3.0,Não,True,True,False,False,False,False,False,False,True,False,False
443,2024-11-18 21:19:23,cgray@example.net,36.0,Masculino,sdv-pii-n5a5l,sdv-pii-nwfuj,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Não,Católico,3.0,4.0,2,Nenhuma,2,2.0,0.0,2.0,4.0,2.0,Positiva,Nenhuma,3,Não,Triste,0.0,2.0,Não,False,False,False,False,False,False,False,False,False,False,False
445,2024-11-16 08:56:56,lisashaffer@example.org,60.0,Feminino,sdv-pii-vnkpu,sdv-pii-xehn0,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,2.0,2.0,3,Nenhuma,3,1.0,1.0,1.0,3.0,4.0,Positiva,Nenhuma,3,Não,Penso sobre a critica,2.0,5.0,Não,True,True,True,False,False,False,False,False,False,False,False
447,2024-11-16 08:56:56,xmontgomery@example.org,29.0,Feminino,sdv-pii-tadku,sdv-pii-qj6f2,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,3.0,5.0,4,Todos os dias,3,0.0,3.0,3.0,5.0,4.0,Positiva,Nenhuma,3,Não,Penso sobre a critica,0.0,2.0,Não,False,True,False,False,False,False,False,False,False,False,False
451,2024-11-16 08:56:56,savannah98@example.com,51.0,Masculino,sdv-pii-glglr,sdv-pii-mcs14,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,4.0,3.0,5,Até 4 vezes,3,0.0,5.0,2.0,4.0,4.0,Negativa,Nenhuma,3,Sim,Indiferente,0.0,5.0,Não,False,True,False,False,False,False,False,False,False,False,False
454,2024-11-16 08:56:56,christopherweaver@example.org,60.0,Feminino,sdv-pii-d51yj,sdv-pii-5hf5f,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,1.0,1.0,1,Até 4 vezes,3,0.0,1.0,3.0,3.0,5.0,Negativa,Nenhuma,4,Sim,Indiferente,2.0,2.0,Sim,True,True,False,True,False,False,False,False,False,False,False
460,2024-11-16 08:56:56,andersontheresa@example.com,37.0,Masculino,sdv-pii-f4bz3,sdv-pii-c21uw,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,1.0,3.0,1,Nenhuma,1,0.0,1.0,1.0,4.0,2.0,Positiva,Quando fico no cel à noite .,3,Não,Indiferente,0.0,4.0,Não,False,False,False,False,True,False,False,False,False,False,False
462,2024-11-16 08:56:56,millskrista@example.org,29.0,Masculino,sdv-pii-imta4,sdv-pii-otqbi,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,4.0,4.0,3,Até 4 vezes,3,0.0,2.0,1.0,3.0,3.0,Positiva,Nenhuma,4,Sim,Indiferente,1.0,5.0,Não,True,False,True,False,False,False,False,False,False,False,False
473,2024-11-17 15:47:54,aford@example.org,50.0,Masculino,sdv-pii-9s9v9,sdv-pii-reou2,Cisgênero (é o sexo que nasceu),Sim,Até 20 mil,Sim,Evangélico,3.0,3.0,2,Nenhuma,2,0.0,1.0,1.0,5.0,4.0,Positiva,Nenhuma,4,Sim,Indiferente,1.0,3.0,Não,False,False,True,False,False,False,False,False,False,False,False
481,2024-11-16 15:17:08,adamskelly@example.org,37.0,Masculino,sdv-pii-9xtoh,sdv-pii-b6c0h,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Não,Evangélico,2.0,4.0,3,Até 4 vezes,5,2.0,3.0,2.0,4.0,2.0,Positiva,Nenhuma,3,Não,Indiferente,0.0,5.0,Sim,False,False,True,False,False,False,False,False,True,False,False
482,2024-11-18 02:44:42,jasminewelch@example.org,37.0,Masculino,sdv-pii-t4qn9,sdv-pii-rynht,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Católico,5.0,5.0,1,Nenhuma,3,0.0,3.0,3.0,4.0,4.0,Negativa,Nenhuma,3,Não,Indiferente,0.0,4.0,Sim,True,False,True,False,False,False,False,False,False,False,False
498,2024-11-16 08:56:56,jeffreykelly@example.com,37.0,Masculino,sdv-pii-ouece,sdv-pii-tajum,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,2.0,1.0,1,Até 4 vezes,3,0.0,4.0,1.0,3.0,4.0,Positiva,Nenhuma,5,Sim,Penso sobre a critica,0.0,2.0,Não,True,True,False,False,False,False,False,False,False,False,False
502,2024-11-16 21:56:49,gonzalezchad@example.net,21.0,Masculino,sdv-pii-aarnv,sdv-pii-1ok94,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,3.0,3.0,1,Nenhuma,1,0.0,1.0,1.0,4.0,3.0,Positiva,Nenhuma,3,Sim,Indiferente,0.0,3.0,Sim,False,True,True,False,False,False,False,False,False,False,False
503,2024-11-16 23:38:56,hjennings@example.com,32.0,Feminino,sdv-pii-6p463,sdv-pii-rlykx,Cisgênero (é o sexo que nasceu),Não,Até 3 mil,Sim,Católico,2.0,3.0,1,Nenhuma,2,0.0,1.0,1.0,2.0,3.0,Positiva,Muita,5,Não,Indiferente,0.0,3.0,Não,True,False,False,False,False,False,False,False,False,False,False
506,2024-11-16 08:56:56,kevinpetty@example.net,43.0,Masculino,sdv-pii-fta3i,sdv-pii-chubw,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Não,Evangélico,3.0,2.0,1,Até 4 vezes,1,2.0,2.0,1.0,3.0,2.0,Positiva,Nenhuma,4,Não,Indiferente,0.0,0.0,Não,True,False,False,False,False,False,False,False,False,False,False
523,2024-11-16 12:47:32,angelasoto@example.net,52.0,Feminino,sdv-pii-cx1vq,sdv-pii-1k3d1,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Católico,2.0,4.0,1,Todos os dias,3,2.0,2.0,4.0,5.0,3.0,Positiva,Nenhuma,4,Não,Penso sobre a critica,1.0,0.0,Não,True,False,True,False,False,True,False,False,False,False,False
529,2024-11-18 06:26:17,jonesrobin@example.net,38.0,Feminino,sdv-pii-0vogw,sdv-pii-smgx5,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,Sim,Evangélico,6.0,1.0,3,Até 4 vezes,4,1.0,2.0,1.0,3.0,5.0,Negativa,Nenhuma,3,Não,Triste,2.0,4.0,Não,True,True,False,True,False,False,False,False,False,False,False
532,2024-11-16 08:56:56,davidharris@example.net,28.0,Masculino,sdv-pii-qd3a4,sdv-pii-2taov,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,3.0,3.0,2,Nenhuma,1,0.0,1.0,1.0,4.0,5.0,Positiva,Muita,3,Não,Penso sobre a critica,0.0,5.0,Não,True,False,False,False,False,False,False,False,False,False,False
534,2024-11-16 13:30:11,fryebrian@example.net,60.0,Masculino,sdv-pii-mbc8l,sdv-pii-ufxwb,Cisgênero (é o sexo que nasceu),Sim,Superior 30 mil,Sim,Evangélico,4.0,4.0,1,Todos os dias,1,0.0,2.0,5.0,4.0,4.0,Positiva,Quando fico no cel à noite .,4,Não,Indiferente,0.0,0.0,Sim,True,False,False,False,False,False,False,False,False,False,False
541,2024-11-16 08:56:56,cmeyer@example.org,50.0,Masculino,sdv-pii-6tha7,sdv-pii-f9q0b,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,5.0,1.0,5,Até 4 vezes,1,2.0,4.0,1.0,4.0,1.0,Positiva,Nenhuma,3,Não,Indiferente,1.0,4.0,Não,True,False,False,True,False,False,False,False,False,False,False
542,2024-11-17 02:14:49,morganholly@example.org,21.0,Masculino,sdv-pii-drray,sdv-pii-svsuh,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,1.0,4.0,1,Todos os dias,3,2.0,5.0,1.0,2.0,5.0,Positiva,As vezes,3,Não,Indiferente,1.0,2.0,Não,False,False,False,False,True,False,False,False,False,False,False
546,2024-11-16 08:56:56,johnsonpamela@example.net,59.0,Masculino,sdv-pii-p2asz,sdv-pii-dbhty,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,5.0,1.0,2,Até 4 vezes,1,0.0,3.0,1.0,4.0,4.0,Positiva,Nenhuma,3,Sim,Triste,3.0,3.0,Não,True,False,False,True,True,False,False,False,False,False,False
549,2024-11-16 17:17:43,huntrobert@example.net,46.0,Feminino,sdv-pii-hrw36,sdv-pii-fbw1v,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,1.0,5.0,1,Até 4 vezes,2,0.0,3.0,1.0,1.0,3.0,Positiva,Muita,4,Não,Penso sobre a critica,2.0,4.0,Sim,False,False,True,False,False,False,False,False,False,False,False
569,2024-11-16 23:18:45,jenniferthomas@example.com,60.0,Masculino,sdv-pii-nddlb,sdv-pii-uona7,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,1.0,3.0,2,Até 4 vezes,5,4.0,2.0,4.0,3.0,5.0,Positiva,Nenhuma,3,Sim,Penso sobre a critica,1.0,3.0,Sim,True,False,True,True,False,False,False,False,True,False,False
574,2024-11-16 09:27:34,zsmith@example.org,44.0,Masculino,sdv-pii-v9o4x,sdv-pii-gr3fr,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,8.0,2.0,2,Todos os dias,3,3.0,3.0,1.0,1.0,3.0,Negativa,Nenhuma,2,Sim,Indiferente,2.0,3.0,Não,False,False,False,False,False,False,False,False,False,False,False
578,2024-11-17 01:23:31,gmartin@example.net,20.0,Masculino,sdv-pii-vejao,sdv-pii-83qws,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Não,Católico,2.0,2.0,5,Nenhuma,1,2.0,2.0,2.0,4.0,2.0,Positiva,Muita,4,Sim,Triste,0.0,1.0,Não,True,False,True,False,False,False,False,False,False,False,False
587,2024-11-16 08:56:56,emily66@example.com,60.0,Masculino,sdv-pii-qyz5x,sdv-pii-tggdm,Cisgênero (é o sexo que nasceu),Sim,Superior 30 mil,Sim,Católico,1.0,3.0,1,Até 4 vezes,3,3.0,3.0,4.0,2.0,5.0,Negativa,Nenhuma,1,Não,Triste,0.0,2.0,Não,False,False,True,True,False,False,True,False,False,False,False
598,2024-11-16 08:56:56,cunninghamsamuel@example.net,49.0,Feminino,sdv-pii-37upk,sdv-pii-x4k55,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,6.0,5.0,2,Até 4 vezes,3,2.0,5.0,1.0,4.0,3.0,Negativa,Nenhuma,5,Sim,Indiferente,2.0,1.0,Não,False,True,False,False,False,False,False,False,False,False,False
610,2024-11-16 08:56:56,sarahchan@example.com,38.0,Masculino,sdv-pii-y7eys,sdv-pii-3hvay,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,1.0,3.0,1,Nenhuma,1,1.0,4.0,1.0,3.0,4.0,Positiva,Nenhuma,3,Não,Indiferente,0.0,3.0,Não,False,False,False,False,False,False,False,False,False,False,False
614,2024-11-16 21:19:52,travisramirez@example.com,60.0,Masculino,sdv-pii-7fhr9,sdv-pii-khl6n,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,1.0,5.0,3,Até 8 vezes,3,0.0,4.0,1.0,4.0,5.0,Positiva,Nenhuma,4,Sim,Indiferente,1.0,1.0,Sim,False,False,False,True,False,False,False,False,False,False,False
632,2024-11-16 08:56:56,nelsonsarah@example.com,39.0,Masculino,sdv-pii-1c2x9,sdv-pii-2vmjw,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,1.0,3.0,1,Até 8 vezes,4,2.0,0.0,1.0,3.0,1.0,Negativa,Nenhuma,2,Não,Indiferente,0.0,3.0,Não,True,True,True,False,False,False,False,False,False,False,False
635,2024-11-16 08:56:56,bmartinez@example.org,43.0,Masculino,sdv-pii-69zfg,sdv-pii-ovzz0,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Católico,2.0,4.0,2,Todos os dias,3,0.0,2.0,2.0,1.0,5.0,Positiva,Nenhuma,4,Não,Penso sobre a critica,3.0,5.0,Não,False,False,False,False,False,False,False,False,False,False,False
640,2024-11-16 08:56:56,cheryldixon@example.org,60.0,Feminino,sdv-pii-xh56u,sdv-pii-s4v94,Cisgênero (é o sexo que nasceu),Sim,Até 20 mil,Sim,Evangélico,5.0,3.0,2,Até 4 vezes,3,0.0,2.0,2.0,4.0,3.0,Positiva,Muita,3,Sim,Penso sobre a critica,2.0,1.0,Sim,False,False,True,False,True,False,False,False,False,False,False
645,2024-11-16 08:56:56,phoffman@example.com,53.0,Feminino,sdv-pii-kma9u,sdv-pii-s9z50,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,1.0,5.0,1,Até 4 vezes,2,2.0,0.0,1.0,3.0,3.0,Positiva,Muita,3,Não,Indiferente,0.0,1.0,Não,False,True,True,False,False,False,False,False,False,False,False
653,2024-11-16 08:56:56,harold26@example.com,40.0,Feminino,sdv-pii-1sdj5,sdv-pii-ud7zm,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,Sim,Evangélico,4.0,3.0,3,Até 4 vezes,3,1.0,2.0,1.0,4.0,3.0,Positiva,Nenhuma,3,Não,Indiferente,0.0,2.0,Sim,False,False,True,True,False,False,False,False,False,False,False
661,2024-11-16 21:32:03,jonathansmall@example.com,45.0,Masculino,sdv-pii-ng0cl,sdv-pii-xes9i,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,1.0,4.0,1,Até 8 vezes,1,2.0,2.0,2.0,2.0,2.0,Positiva,Nenhuma,2,Não,Indiferente,0.0,2.0,Não,True,True,False,False,False,False,False,False,False,False,False
664,2024-11-16 08:56:56,kellererik@example.org,19.0,Masculino,sdv-pii-yr47a,sdv-pii-55mc2,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,1.0,3.0,2,Até 8 vezes,3,0.0,0.0,1.0,2.0,2.0,Positiva,Nenhuma,3,Não,Indiferente,0.0,0.0,Não,True,False,True,True,False,False,False,False,False,False,False
669,2024-11-16 23:44:59,kyle40@example.org,60.0,Masculino,sdv-pii-v21d9,sdv-pii-0aadw,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Não,nenhuma,2.0,3.0,2,Nenhuma,3,0.0,3.0,2.0,5.0,2.0,Positiva,Muita,3,Sim,Ansioso,0.0,2.0,Não,True,True,False,False,False,False,False,False,False,False,False
670,2024-11-16 13:30:01,arivera@example.net,55.0,Feminino,sdv-pii-az09c,sdv-pii-5aj1l,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,1.0,3.0,3,Todos os dias,2,0.0,4.0,1.0,3.0,4.0,Positiva,Nenhuma,3,Sim,Penso sobre a critica,1.0,1.0,Não,False,False,False,False,False,False,False,False,False,False,False
672,2024-11-16 16:46:50,parkbrandon@example.org,60.0,Feminino,sdv-pii-f71bk,sdv-pii-vpxii,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,2.0,3.0,1,Até 8 vezes,1,0.0,4.0,3.0,2.0,3.0,Negativa,Nenhuma,3,Não,Ansioso,0.0,0.0,Não,False,True,True,False,False,False,False,False,False,False,False
675,2024-11-16 08:56:56,ijohnson@example.org,27.0,Masculino,sdv-pii-vdcsk,sdv-pii-ee7vs,Cisgênero (é o sexo que nasceu),Sim,Superior 30 mil,Sim,Evangélico,1.0,5.0,3,Nenhuma,3,0.0,2.0,1.0,3.0,5.0,Positiva,Muita,4,Sim,Indiferente,0.0,4.0,Sim,False,False,True,False,False,False,False,False,False,False,False
677,2024-11-16 18:30:23,patricia29@example.com,19.0,Masculino,sdv-pii-ay4s8,sdv-pii-pyj4a,Cisgênero (é o sexo que nasceu),Sim,Superior 30 mil,Sim,Católico,6.0,2.0,1,Até 4 vezes,5,1.0,2.0,5.0,3.0,4.0,Positiva,Nenhuma,3,Sim,Indiferente,0.0,3.0,Sim,True,False,False,True,False,False,False,False,False,False,False
679,2024-11-16 08:56:56,normanjohn@example.net,50.0,Masculino,sdv-pii-nmv1m,sdv-pii-1fbne,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,1.0,3.0,5,Nenhuma,5,1.0,4.0,2.0,5.0,5.0,Positiva,Nenhuma,3,Não,Indiferente,2.0,1.0,Sim,True,True,False,False,False,False,False,False,False,False,False
682,2024-11-16 17:49:53,debrajohnson@example.org,45.0,Feminino,sdv-pii-z4xm2,sdv-pii-me0fx,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,5.0,5.0,3,Todos os dias,3,0.0,1.0,2.0,1.0,5.0,Positiva,As vezes insônia ,5,Sim,Indiferente,0.0,0.0,Não,True,True,True,True,False,False,False,False,False,False,False
685,2024-11-16 12:32:47,gonzalesmarcus@example.net,26.0,Intersexo (popularmente conhecido como Hermafrodita),sdv-pii-x1vh6,sdv-pii-imjt5,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,4.0,4.0,2,Nenhuma,2,0.0,1.0,4.0,1.0,1.0,Negativa,Nenhuma,3,Não,Ansioso,0.0,1.0,Não,True,False,False,False,False,False,False,False,False,False,False
693,2024-11-16 22:31:10,oneillkevin@example.com,47.0,Masculino,sdv-pii-q7f3m,sdv-pii-su2dv,Cisgênero (é o sexo que nasceu),Não,Atè 10 mil,Sim,Evangélico,3.0,2.0,2,Nenhuma,4,1.0,3.0,3.0,2.0,2.0,Positiva,Nenhuma,2,Sim,Indiferente,0.0,3.0,Não,False,False,True,False,True,False,False,False,False,False,False
706,2024-11-16 08:56:56,cbautista@example.org,43.0,Masculino,sdv-pii-3uffn,sdv-pii-4xm02,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,1.0,4.0,3,Até 4 vezes,4,1.0,0.0,1.0,3.0,1.0,Positiva,Muita,5,Não,Indiferente,2.0,0.0,Não,True,False,False,False,False,False,False,False,False,False,False
708,2024-11-16 08:56:56,jasminthornton@example.org,60.0,Masculino,sdv-pii-haeiq,sdv-pii-bu9kk,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Não,Católico,1.0,5.0,4,Até 4 vezes,3,1.0,0.0,1.0,4.0,4.0,Positiva,Nenhuma,3,Sim,Indiferente,0.0,3.0,Não,True,False,False,False,False,False,False,False,True,False,False
723,2024-11-16 14:48:53,garymartinez@example.com,60.0,Masculino,sdv-pii-gvxby,sdv-pii-nynqr,Cisgênero (é o sexo que nasceu),Sim,Até 20 mil,Sim,Católico,2.0,2.0,2,Todos os dias,1,0.0,3.0,5.0,4.0,1.0,Positiva,Muita,3,Sim,Penso sobre a critica,0.0,2.0,Não,True,False,True,False,False,False,False,False,False,False,False
725,2024-11-16 08:56:56,eroberson@example.org,19.0,Feminino,sdv-pii-c8sfl,sdv-pii-9b5bx,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Católico,1.0,3.0,2,Até 4 vezes,3,2.0,1.0,1.0,3.0,5.0,Positiva,Nenhuma,3,Sim,Indiferente,2.0,1.0,Não,False,False,False,False,False,False,False,False,False,False,False
726,2024-11-16 09:34:51,shawjeffrey@example.org,49.0,Masculino,sdv-pii-2vggs,sdv-pii-egrzw,Não binário,Sim,Até 5 mil,Sim,Evangélico,1.0,3.0,2,Nenhuma,1,2.0,5.0,1.0,4.0,1.0,Positiva,Quando fico no cel à noite .,3,Não,Triste,0.0,1.0,Não,True,False,False,False,False,False,False,False,False,False,False
729,2024-11-16 08:56:56,ericagreer@example.net,53.0,Masculino,sdv-pii-8laei,sdv-pii-xv447,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Católico,1.0,5.0,3,Até 4 vezes,1,0.0,3.0,3.0,1.0,5.0,Negativa,Muita,3,Não,Triste,3.0,1.0,Não,False,False,False,False,False,False,False,False,False,False,False
733,2024-11-16 16:34:14,zwashington@example.com,60.0,Masculino,sdv-pii-sdepw,sdv-pii-c6lau,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,3.0,2.0,1,Todos os dias,3,1.0,2.0,2.0,5.0,3.0,Positiva,Nenhuma,3,Não,Indiferente,0.0,5.0,Não,False,False,False,False,False,False,False,False,False,False,False
752,2024-11-17 20:47:53,kristieherrera@example.org,32.0,Masculino,sdv-pii-9kaez,sdv-pii-evbzy,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,6.0,3.0,1,Nenhuma,3,0.0,4.0,1.0,5.0,5.0,Negativa,Nenhuma,3,Não,Penso sobre a critica,0.0,1.0,Não,True,True,False,False,False,True,False,False,False,False,False
758,2024-11-16 08:56:56,denniscook@example.net,49.0,Feminino,sdv-pii-zknv6,sdv-pii-4idb4,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Não,Outros,2.0,5.0,3,Até 4 vezes,1,0.0,2.0,1.0,2.0,5.0,Positiva,As vezes insônia ,3,Sim,Indiferente,1.0,3.0,Não,False,True,True,False,False,False,False,False,False,False,False
764,2024-11-16 13:21:17,barbarahenson@example.net,46.0,Masculino,sdv-pii-vtso6,sdv-pii-5ders,Cisgênero (é o sexo que nasceu),Não,Até 3 mil,Sim,Católico,7.0,1.0,3,Nenhuma,1,0.0,1.0,4.0,1.0,3.0,Negativa,Nenhuma,3,Não,Indiferente,0.0,5.0,Não,False,True,False,False,False,False,False,False,False,False,False
789,2024-11-16 08:56:56,kimberlygarcia@example.com,48.0,Masculino,sdv-pii-z4m38,sdv-pii-mvi3x,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,1.0,3.0,1,Até 4 vezes,3,0.0,4.0,1.0,1.0,4.0,Positiva,Nenhuma,3,Sim,Indiferente,1.0,4.0,Não,True,True,True,False,False,False,False,False,False,False,False
800,2024-11-18 07:50:49,angelamays@example.com,52.0,Masculino,sdv-pii-gcwr5,sdv-pii-jumvb,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,4.0,5.0,1,Até 8 vezes,2,1.0,2.0,5.0,3.0,3.0,Positiva,Nenhuma,3,Sim,Indiferente,1.0,5.0,Não,True,True,False,False,False,True,False,False,False,False,False
807,2024-11-16 08:56:56,butlerrichard@example.net,37.0,Masculino,sdv-pii-i6b2j,sdv-pii-yc2jf,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,2.0,4.0,1,Todos os dias,4,1.0,4.0,1.0,2.0,2.0,Positiva,Nenhuma,3,Sim,Indiferente,0.0,4.0,Não,True,True,False,False,False,False,False,False,False,False,False
821,2024-11-17 04:35:42,hopkinsmargaret@example.org,46.0,Feminino,sdv-pii-05ygb,sdv-pii-tlp1j,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,1.0,2.0,1,Até 4 vezes,3,0.0,1.0,1.0,4.0,5.0,Positiva,Nenhuma,3,Não,Triste,1.0,3.0,Não,True,False,False,False,False,False,False,False,True,False,False
822,2024-11-16 08:56:56,xkirby@example.com,28.0,Masculino,sdv-pii-1pgje,sdv-pii-1m8fi,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,4.0,5.0,3,Até 4 vezes,3,0.0,0.0,1.0,3.0,5.0,Positiva,Nenhuma,4,Sim,Indiferente,2.0,1.0,Não,True,False,False,False,False,False,False,False,False,False,False
842,2024-11-16 08:56:56,pcampos@example.org,29.0,Masculino,sdv-pii-f13uz,sdv-pii-m7qnh,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,Sim,Evangélico,5.0,3.0,1,Nenhuma,3,0.0,1.0,3.0,1.0,5.0,Positiva,Nenhuma,3,Sim,Indiferente,2.0,3.0,Sim,False,False,True,False,True,False,False,False,False,False,False
844,2024-11-16 20:16:10,james95@example.net,43.0,Feminino,sdv-pii-rqofz,sdv-pii-4kl6k,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,2.0,1.0,1,Até 4 vezes,1,0.0,2.0,3.0,4.0,5.0,Negativa,Nenhuma,3,Sim,Penso sobre a critica,0.0,3.0,Não,False,False,False,False,True,False,False,False,False,False,False
